english	german	russian
RIM-7_Sea_Sparrow	RIM-7_Sea_Sparrow	RIM-7_Sea_Sparrow
April_27	27._April	27_апреля
Triangle_(musical_instrument)	Triangel	Треугольник_(музыкальный_инструмент)
Novosibirsk	Nowosibirsk	Новосибирск
Matlock_(TV_series)	Matlock_(Fernsehserie)	Мэтлок_(телесериал)
Sanmenxia	Sanmenxia	Саньмэнься
Herreys	Herrey’s	Herreys
Pool_of_Siloam	Teich_von_Siloah	
Horse_artillery	Berittene_Artillerie	Конная_артиллерия
Women's_Freedom_League	Women’s_Freedom_League	
	Erdrotationsparameter	
Cambrian	Kambrium	Кембрийский_период
Elaeagnus	Ölweiden	Лох_(растение)
Sigobert_the_Lame	Sigibert_von_Köln	Сигиберт_Хромой
	Lyrisches_Ich	Лирический_герой
Cultural_heritage_management	Denkmalschutz	
Jimmy_Bower	Jimmy_Bower	
Lishi_District	Lishi	Лиши
Cuvio	Cuvio	Кувио
	Hofreite	
Ovid	Ovid	Овидий
Denazification	Entnazifizierung	Денацификация
Hans_Krankl	Hans_Krankl	Кранкль,_Ханс
	Quirinus-Gymnasium_Neuss	
Besozzo	Besozzo	Безоццо
French_Wars_of_Religion	Hugenottenkriege	Религиозные_войны_во_Франции
Oldenburg	Oldenburg_(Oldb)	Ольденбург
Nangong	Nangong	Наньгун
	Psychosomatik	
Rococo	Rokoko	Рококо
	Radrennbahn_von_Roubaix	
I_(pronoun)	Ich	Я_(местоимение)
Computer_network	Rechnernetz	Вычислительная_сеть
Division_d'Honneur	Division_d’Honneur_(Frankreich)	
Liaocheng	Liaocheng	Ляочэн
March_14	14._März	14_марта
	Norbert_Römer	
Giulietta_Simionato	Giulietta_Simionato	Симионато,_Джульетта
	Wolfgang_Lohmann_(Politiker)	
Lintel	Sturz_(Architektur)	Притолока
List_of_observatory_codes	Liste_der_Sternwarten-Codes	Список_кодов_обсерваторий
Sister_ship	Schwesterschiff	
	Roderich_Cescotti	
Hypanthium	Blütenbecher	Гипантий
C._J._Graham	C._J._Graham	
Chrysler	Chrysler	Chrysler
Edwin_Scharff_Prize	Edwin-Scharff-Preis	
	Gitterbox	
Katatonia	Katatonia	Katatonia
Syrian_Civil_War	Bürgerkrieg_in_Syrien_seit_2011	Гражданская_война_в_Сирии
Saronno	Saronno	Саронно
Ulrich_Schlüer	Ulrich_Schlüer	
Oberursel_(Taunus)	Oberursel_(Taunus)	Оберурзель
	Johann_von_Borsnitz	
Midtown_Manhattan	Midtown_Manhattan	Мидтаун
Shooting_Stars_Award	European_Shooting_Stars	
Dub_music	Dub	Даб
Larix_kaempferi	Japanische_Lärche	Лиственница_тонкочешуйчатая
Xining	Xining	Синин
1922	1922	1922_год
Comerio	Comerio	Комерио
Drake_&_Josh	Drake_&_Josh	Дрейк_и_Джош
Ground-penetrating_radar	Bodenradar	Георадар
University_of_Brasília	Universidade_de_Brasília	
Alec_Guinness	Alec_Guinness	Гиннесс,_Алек
Drinking_water	Trinkwasser	Питьевая_вода
Taproot	Pfahlwurzel	Стержневая_корневая_система
Guryevsky_District,_Kaliningrad_Oblast	Rajon_Gurjewsk_(Kaliningrad)	Гурьевский_район_(Калининградская_область)
Mali_at_the_2012_Summer_Olympics	Olympische_Sommerspiele_2012/Teilnehmer_(Mali)	Мали_на_летних_Олимпийских_играх_2012
	Neubeckum	
Sephardi_Jews	Sephardim	Сефарды
Paranormal_Activity_3	Paranormal_Activity_3	Паранормальное_явление_3
Banská_Bystrica_Region	Banskobystrický_kraj	Банска-Бистрицкий_край
	Strada_Statale_394_del_Verbano_Orientale	
Canton_of_Saint-Amand-les-Eaux	Kanton_Saint-Amand-les-Eaux	Сент-Аман-лез-О_(кантон)
Manzhouli	Manjur	Маньчжурия_(город)
Gemonio	Gemonio	Джемоньо
River_Thames	Themse	Темза
Brunn,_Mecklenburg-Vorpommern	Brunn_(Mecklenburg)	Брунн_(Мекленбург)
Assembly_hall	Aula	Аула_(архитектура)
Guadeloupe	Guadeloupe	Гваделупа
Ostallgäu	Landkreis_Ostallgäu	Восточный_Алльгой
Daba_Modibo_Keïta	Daba_Modibo_Keïta	Кейта,_Даба_Модибо
Trumpet	Trompete	Труба_(музыкальный_инструмент)
Progressive_rock	Progressive_Rock	Прогрессивный_рок
Dorset	Dorset	Дорсет
	Evangelisch-Lutherische_Kirche_Europäisches_Russland	Евангелическо-лютеранская_церковь_Европейской_части_России
	Ludwig_Wilhelm_Brüggemann	
Pierre_Pruvost	Pierre_Pruvost	
Roger_Rio	Roger_Rio	Рьо,_Роже
Theoderic_the_Great	Theoderich_der_Große	Теодорих_Великий
Clan	Clan	Род_(этнология)
North_Carolina	North_Carolina	Северная_Каролина
Oaxaca_City	Oaxaca_de_Juárez	Оахака_(город)
Poniky	Poniky	Поники_(район_Банска_Бистрица)
Penrith,_Cumbria	Penrith_(Cumbria)	Пенрит_(Великобритания)
	Jazz-Combo	
Chris_Pine	Chris_Pine	Пайн,_Крис
1933	1933	1933_год
James_A._Roe	James_A._Roe	
	Fidelis_von_Stotzingen	
	Reagens	
Double_scull	Doppelzweier	
Albania_national_football_team	Albanische_Fußballnationalmannschaft	Сборная_Албании_по_футболу
Pars_pro_toto	Pars_pro_toto	
Julius_Kühn	Julius_Kühn	Кюн,_Юлиус_(агроном)
Błotnica_Strzelecka	Błotnica_Strzelecka	
Como	Como	Комо
İlkem_Özkaynak	İlkem_Özkaynak	
Cristian_Brandi	Cristian_Brandi	
Ford_Foundation	Ford_Foundation	Фонд_Форда
1951–52_Czechoslovak_Extraliga_season	1._Liga_(Tschechoslowakei)_1951/52	
Eurovision_Song_Contest_1968	Eurovision_Song_Contest_1968	Евровидение-1968
June_14	14._Juni	14_июня
Dance	Tanz	Танец
Taylor_series	Taylorreihe	Ряд_Тейлора
1982_Ice_Hockey_World_Championships	Eishockey-Weltmeisterschaft_1982	Чемпионат_мира_по_хоккею_с_шайбой_1982
Millet	Hirse	Пшено
Cunardo	Cunardo	Кунардо
January_19	19._Januar	19_января
Federal_Police_(Germany)	Bundespolizei_(Deutschland)	
2017_European_Rowing_Championships	Ruder-Europameisterschaften_2017	
Thérèse_Raquin_(1953_film)	Thérèse_Raquin_–_Du_sollst_nicht_ehebrechen	
Tom_Skerritt	Tom_Skerritt	Скерритт,_Том
Zawada,_Opole_County	Sowade	
Mistress_of_the_Robes	Mistress_of_the_Robes	
Paul_Hanley_(tennis)	Paul_Hanley_(Tennisspieler)	Хенли,_Пол
Grant_Township,_Clinton_County,_Iowa	Grant_Township_(Clinton_County,_Iowa)	
1996	1996	1996_год
1995_Swiss_federal_election	Schweizer_Parlamentswahlen_1995	Парламентские_выборы_в_Швейцарии_(1995)
Order_of_Merit_of_the_Italian_Republic	Verdienstorden_der_Italienischen_Republik	Орден_«За_заслуги_перед_Итальянской_Республикой»
Kreuzberg	Berlin-Kreuzberg	Кройцберг
January_6	6._Januar	6_января
Manfred_Kaltz	Manfred_Kaltz	Кальц,_Манфред
Paul_Flora	Paul_Flora	
Timo_Achenbach	Timo_Achenbach	
MKE_Ankaragücü	MKE_Ankaragücü	Анкарагюджю_(футбольный_клуб)
Tierra_del_Fuego	Feuerland	Огненная_Земля_(архипелаг)
	Sächsische_Landgemeindeordnung_von_1838	
Stephansplatz,_Vienna	Stephansplatz_(Wien)	Штефанплатц
St._Charles_County,_Missouri	St._Charles_County	Сент-Чарльз_(округ)
Bengali_language	Bengalische_Sprache	Бенгальский_язык
1955	1955	1955_год
Metallica	Metallica	Metallica
The_Riches	The_Riches	
Gospel_of_Mark	Evangelium_nach_Markus	Евангелие_от_Марка
Sociology	Soziologie	Социология
Legion_of_Honour	Ehrenlegion	Орден_Почётного_легиона
Valencia_Airport	Flughafen_Valencia	
European_route_E49	Europastraße_49	Европейский_маршрут_E49
Treaty_of_Passarowitz	Friede_von_Passarowitz	Пожаревацкий_мир
China_National_Highway_223	Nationalstraße_223_(China)	
	Städtisches_Klinikum_Dresden	
Hauts-de-France	Hauts-de-France	О-де-Франс
Lieutenant_field_marshal	Feldmarschallleutnant	Фельдмаршал-лейтенант
Napoleon_III	Napoleon_III.	Наполеон_III
Russian_Premier_League	Premjer-Liga	Чемпионат_России_по_футболу
Arkansas	Arkansas	Арканзас
Alfons_Walde	Alfons_Walde	
Sky_Deutschland	Sky_Deutschland	
Loschwitz	Loschwitz	
Hollywood	Hollywood	Голливуд
Eight_Hours_Don't_Make_a_Day	Acht_Stunden_sind_kein_Tag	
Biomass	Biomasse	Биомасса
	Rödigen_(Lödla)	
	Bundesrealgymnasium_Innsbruck	
Charlie_Hebdo_shooting	Anschlag_auf_Charlie_Hebdo	Террористический_акт_в_редакции_Charlie_Hebdo
	Sanem_(Vorname)	
Tennis	Tennis	Теннис
Engineer	Ingenieur	Инженер
Shrek	Shrek_–_Der_tollkühne_Held	Шрек_(мультфильм)
Polygnotus	Polygnotos	Полигнот
Trunk_road	Fernstraße	
UEFA_Champions_League	UEFA_Champions_League	Лига_чемпионов_УЕФА
	Himmelwitzer_Wasser	
Fado	Fado	Фаду
2007–08_Czech_1._Liga_season	1._Liga_(Tschechien)_2007/08	
Andreas_Prochaska	Andreas_Prochaska	
Nikolai_Chernykh	Nikolai_Stepanowitsch_Tschernych	Черных,_Николай_Степанович
May_18	18._Mai	18_мая
	Tausendkornmasse	Масса_тысячи_семян
Schlumper	Schlumper-Bach	
Astronomy	Astronomie	Астрономия
	Pöllwitz	
	Burscheid_(Begriffsklärung)	
Jiangsu	Jiangsu	Цзянсу
Schönau_im_Schwarzwald	Schönau_im_Schwarzwald	Шёнау-им-Шварцвальд
Leipzig_University	Universität_Leipzig	Лейпцигский_университет
Waldow_family	Waldow_(Adelsgeschlecht)	
Eight_(rowing)	Achter_(Rudern)	
Technische_Universität_Darmstadt	Technische_Universität_Darmstadt	Дармштадтский_технический_университет
	Otto_Georg_zu_Münster-Langelage	
Forgery	Fälschung	Подлог
Hypothesis	Hypothese	Гипотеза
Qinghai	Qinghai	Цинхай
Brezno	Brezno	Брезно
Red_Bull_Air_Race_World_Championship	Red_Bull_Air_Race_Weltmeisterschaft	Red_Bull_Air_Race
FC_Rouen	FC_Rouen	Руан_(футбольный_клуб)
	Johann_Clausen_Rollwagen	
Großsteinhausen	Großsteinhausen	Гросштайнхаузен
	Bernhard_Docke	
September_20	20._September	20_сентября
Oesterreichische_Nationalbank	Oesterreichische_Nationalbank	Национальный_банк_Австрии
Sanem_(disambiguation)	Sanem	
	Maximilian_von_Hoen	
Major_scale	Dur	Мажор
Valenciennes	Valenciennes	Валансьен
Danville,_Kentucky	Danville_(Kentucky)	
Pond	Teich	Пруд
	Spuk_(Erscheinung)	
Marionette	Marionette	Марионетка
Reformation	Reformation	Реформация
Tuolumne_County,_California	Tuolumne_County	Туалэми_(округ)
	Oberamt_Waiblingen	
	Mario_Piasecki	
Matana_Roberts	Matana_Roberts	
John_Ford_Noonan	John_Ford_Noonan	
Úsilné	Úsilné	
Worldshop	Weltladen	
Jargon	Jargon	Жаргон
Eastern_Catholic_Churches	Katholische_Ostkirchen	Восточнокатолические_церкви
Law_Institute_of_Lithuania	Litauisches_Institut_für_Recht	Институт_права_(Литва)
Čunovo	Čunovo	Чуново_(Братислава)
Internet	Internet	Интернет
Gleichschaltung	Gleichschaltung	Гляйхшальтунг
Ōtsu	Ōtsu	Оцу
Paris	Paris	Париж
Sikhism	Sikhismus	Сикхизм
Prince_Augustus_Frederick,_Duke_of_Sussex	Augustus_Frederick,_1._Duke_of_Sussex	Август_Фредерик,_герцог_Сассекский
CD_Tenerife	CD_Teneriffa	Тенерифе_(футбольный_клуб)
Congress_of_Vienna	Wiener_Kongress	Венский_конгресс
Order_of_the_Rising_Sun	Orden_der_Aufgehenden_Sonne	Орден_Восходящего_солнца
Pirna	Pirna	Пирна
Renewable_energy	Erneuerbare_Energien	Возобновляемая_энергия
Japan_Fed_Cup_team	Japanische_Fed-Cup-Mannschaft	Сборная_Японии_по_теннису_в_Кубке_Федерации
Ryanair	Ryanair	Ryanair
Borcke	Borcke	
Aft	Achtern	
Rammingen	Rammingen_(Württemberg)	Рамминген_(Вюртемберг)
Johann_Sebastian_Bach	Johann_Sebastian_Bach	Бах,_Иоганн_Себастьян
Deanery	Dekanat	Деканат_(католицизм)
	Erfurter_Teilung	
	Sport-_und_Fitnesskaufmann	
Nintendo_64	Nintendo_64	Nintendo_64
1987	1987	1987_год
	Gesellschaftsrecht_(Österreich)	
Santa_Catalina_Island_(California)	Santa_Catalina_Island	Санта-Каталина_(остров,_Калифорния)
	Gurtweil	
Unreal_(TV_series)	UnREAL	Нереально
Hotan_Prefecture	Hotan	Хотан_(округ)
Polycrates	Polykrates_(Tyrann_von_Samos)	Поликрат
La_Flèche_Wallonne	La_Flèche_Wallonne	Флеш_Валонь
	Bruno_Max	
Stuttgart_(region)	Regierungsbezirk_Stuttgart	Штутгарт_(административный_округ)
Chartres	Chartres	Шартр
Lovosice	Lovosice	Ловосице
Hrochoť	Hrochoť	
	UCI_Continental_Team	UCI_Continental_Team
Canton_of_Bern	Kanton_Bern	Берн_(кантон)
Landesanstalt_für_Umwelt,_Messungen_und_Naturschutz_Baden-Württemberg	Landesanstalt_für_Umwelt_Baden-Württemberg	
Chocó_Department	Departamento_del_Chocó	Чоко_(департамент)
	Primarschule	
International_Earth_Rotation_and_Reference_Systems_Service	Internationaler_Dienst_für_Erdrotation_und_Referenzsysteme	Международная_служба_вращения_Земли
Rhine	Rhein	Рейн
Barriemore_Barlow	Barriemore_Barlow	
	Meucha	
Château	Schloss_(Architektur)	Шато
New_Caledonia	Neukaledonien	Новая_Каледония
Tumen,_Jilin	Tumen_(Yanbian)	Тумэнь
Klimt_(film)	Klimt_(Film)	Климт_(фильм)
April_5	5._April	5_апреля
States_of_Germany	Land_(Deutschland)	Земли_Германии
Romania	Rumänien	Румыния
Great_Britain	Großbritannien_(Insel)	Великобритания_(остров)
Pallet_jack	Hubwagen	Гидравлическая_тележка
Tehran	Teheran	Тегеран
Valganna	Valganna	Вальганна
Tourism	Tourismus	Туризм
House_of_Schwarzburg	Schwarzburg_(Adelsgeschlecht)	Шварцбургский_дом
Tina_Wunderlich	Tina_Wunderlich	
	Kanzlei_des_Seimas_der_Republik_Litauen	
Ten_Commandments	Zehn_Gebote	Десять_заповедей
Monster	Ungeheuer	Чудовище
Harry_Potter	Harry_Potter	Серия_романов_о_Гарри_Поттере
Lieuwe_Westra	Lieuwe_Westra	Вестра,_Лиуве
Messageries_Maritimes	Messageries_Maritimes	Messageries_Maritimes
University_of_Würzburg	Julius-Maximilians-Universität_Würzburg	Вюрцбургский_университет
	Parteihochschule_Vilnius	
Ľubietová	Ľubietová	
Alps	Alpen	Альпы
Jazz_piano	Jazz-Piano	Джазовое_фортепиано
Hohensaaten	Hohensaaten	Хоэнзатен
	Aloys_Meister	
Calais_RUFC	Calais_RUFC	Кале_(футбольный_клуб)
Ecumenism	Ökumenische_Bewegung	Экуменизм
	A'-anepada	Аанепада
Winsen_(Luhe)	Winsen_(Luhe)	Винзен_(Луэ)
Pennsylvania	Pennsylvania	Пенсильвания
University_of_Marburg	Philipps-Universität_Marburg	Марбургский_университет
	Wilhelm_von_Körber	
	Wiltrud_Wessel	
	Sandgrube_Seelenfeld	
MediaTek	MediaTek	MediaTek
Innsbruck	Innsbruck	Инсбрук
	Elisabethstraße_(Wien)	
Eurovision_Song_Contest_2010	Eurovision_Song_Contest_2010	Евровидение-2010
2011–12_UEFA_Champions_League	UEFA_Champions_League_2011/12	Лига_чемпионов_УЕФА_2011/2012
Mario_Pollhammer	Mario_Pollhammer	
Skins_(British_TV_series)	Skins_–_Hautnah	Молокососы
Chicago_Rockford_International_Airport	Chicago_Rockford_International_Airport	
League_of_Ireland_Cup	League_of_Ireland_Cup	Кубок_ирландской_лиги_по_футболу
February_21	21._Februar	21_февраля
Vilnius	Vilnius	Вильнюс
Frederick_I,_Elector_of_Brandenburg	Friedrich_I._(Brandenburg)	Фридрих_I_(курфюрст_Бранденбурга)
Anti-communism	Antikommunismus	Антикоммунизм
Turkish_language	Türkische_Sprache	Турецкий_язык
2017–18_Segunda_División	Segunda_División_2017/18	Второй_дивизион_Испании_по_футболу_2017/2018
St._Gallen	St._Gallen	Санкт-Галлен
Midfielder	Mittelfeldspieler	Полузащитник_(футбол)
	Gérard_Lévêque	
William_Copeland_Borlase	William_Copeland_Borlase	
	Liste_ostgotischer_Könige	Список_королей_остготов
	Rudersdorf_(Wilnsdorf)	
First_Vienna_Award	Erster_Wiener_Schiedsspruch	Первый_Венский_арбитраж
Marburg	Marburg	Марбург
Jürgen_Melzer	Jürgen_Melzer	Мельцер,_Юрген
Beaumont-le-Roger	Beaumont-le-Roger	Бомон-ле-Роже
Charles_Ives	Charles_Ives	Айвз,_Чарлз
	Adolph_von_Koerber	
Rock_am_Ring_and_Rock_im_Park	Rock_am_Ring	Rock_am_Ring
Estonian_Centre_Party	Estnische_Zentrumspartei	Центристская_партия_Эстонии
	Thiergarten_(Ziegelheim)	
Troyes_AC	ES_Troyes_AC	Труа_(футбольный_клуб)
1874	1874	1874_год
Campephilus	Langhaubenspechte	Королевские_дятлы
Épreville	Épreville	
Fusagasugá	Fusagasugá	Фусагасуга
	Alois_Düll	
	Villa_Eschebach	
Lionel_Messi	Lionel_Messi	Месси,_Лионель
Entrance_grave	Entrance_Grave	
Arboretum	Arboretum	Дендрарий
Kalashnikov_rifle	Kalaschnikow	
Eastern_Orthodox_Church	Orthodoxe_Kirchen	Православная_церковь
Hannes_Arch	Hannes_Arch	
Mitt_Romney	Mitt_Romney	Ромни,_Митт
Imago	Imago_(Zoologie)	Имаго
Cool_World	Cool_World	Параллельный_мир_(фильм)
Marchirolo	Marchirolo	Маркироло
Choir_(architecture)	Chor_(Architektur)	Хор_(архитектура)
Norbert_Dufourcq	Norbert_Dufourcq	
Cadaver	Leichnam	Труп
	Arbeitsgruppe_südliches_Afrika	
Only_Fools_and_Horses	Only_Fools_and_Horses	Дуракам_везёт
Strasbourg	Straßburg	Страсбург
April_18	18._April	18_апреля
British_War_Medal	British_War_Medal	Британская_военная_медаль
	Fernsehproduktion	
Farther_Pomerania	Hinterpommern	
December_4	4._Dezember	4_декабря
Humboldt_University_of_Berlin	Humboldt-Universität_zu_Berlin	Берлинский_университет_имени_Гумбольдта
